count	title	artist	genre	R0	r	infper	i0	beta	gamma	N	Extracted.s0	Calculated.s0	Z	rel.fit.goodness	abs.fit.goodness
27801	Bad Romance	Lady Gaga	Pop	13.0808620997198	0.433768748511976	27.8509278069539	0.0973219153572106	0.469674195071294	0.0359054465593177	960.427950098243	960.427950098243	27801.057959808	0.999997915194159	0.812947405398954	2974.9291344518
26769	Poker Face	Lady Gaga	Pop	20.6768997473433	0.450088160362554	43.7178790295065	0.205988121281731	0.472962097117928	0.0228739367553735	641.872209955916	641.872209955916	26769.0000280394	0.999999998952542	4.50163613220651	7917.64372269766
24270	Paparazzi	Lady Gaga	Pop	31.073220291012	0.966205265033166	31.125084264553	3.7691694204568e-10	0.998333692108265	0.0321284270750989	741.718102825226	741.718102825226	24270.0000000008	0.999999999999968	2.06623206157325	6259.76862096832
23636	You\'ve Got The Love	Florence + The Machine	Indie/Alternative	1.02501629227121	0.132649424554471	0.188589527283879	3.70668505106206e-07	5.43517080207894	5.30252137752447	2457329.54084431	2457329.54084431	488234.730349437	0.0484111402379822	0.97905526269081	5292.573552937
23146	Only Girl (In The World)	Rihanna	Soul/R\&B/Funk	14.9623385429143	0.396186690971982	35.2418161969547	0.0144765453668964	0.424562073058176	0.0283753820861937	631.222650676023	631.222650676023	23146.0073521962	0.99999968235575	0.850378541934819	1149.62339510153
23138	Fight For This Love	Cheryl	Pop	595.201732671252	9.6774564032775	61.4006106470303	1.08833742979452e-08	9.69374288625319	0.0162864829756928	347.21405936438	347.21405936438	23138	1	0.894372644869488	741.831796464829
21945	Boom Boom Pow	The Black Eyed Peas	Pop	24.1916560036952	0.163211527026295	142.095698914446	0.426599255977384	0.170249037715496	0.00703751068920172	151.267117490705	151.267117490705	21945.000000684	0.999999999968833	1.47341519367654	547.849052474759
19516	Just The Way You Are	Bruno Mars	Soul/R\&B/Funk	5.63876210093048	0.297827674912282	15.5753225495136	0.0542562909116877	0.362031802744693	0.0642041278324106	1171.41339983543	1171.41339983543	19587.1178794585	0.996369150382608	0.887793305078572	4579.94709829145
18517	Just Dance	Lady Gaga	Pop	1.00068098187758	0.0358767890793601	0.0189811266574775	1.17962258326838e-07	52.7197884475085	52.6839116584291	677964241.430026	677964241.430026	13608155.7419251	0.00136072810681842	15.820383264997	4434.79374520092
18115	I Gotta Feeling	The Black Eyed Peas	Pop	20.1960096374718	0.374766111463154	51.2213059033729	0.0734739846821422	0.394289237286741	0.0195231258235872	333.669692062654	333.669692062654	18115.0000306918	0.999999998305723	1.01529430246425	2302.54116588425
17545	She Said	Plan B	Rap/Hip Hop	40955.0434313753	505.931088306816	80.94786894483	2.5322349886162e-212	505.943441936541	0.0123536297253427	211.047096202397	211.047096202397	17545	1	0.782708568125855	200.073274271411
17316	Love The Way You Lie (Album Version (Explicit))	Eminem	Rap/Hip Hop	437.201275178306	3.55767178279941	122.608633344775	3.96934760604966e-10	3.56582781531294	0.00815603251353435	136.651658385547	136.651658385547	17316	1	2.94828193457725	290.158486830106
16934	LoveGame	Lady Gaga	Pop	1.0000872058281	0.0513061506072745	0.00169971488933237	1.29370563267835e-09	588.385271026792	588.333964876184	50387917145.9857	50387917145.9857	97103424.5954284	0.000174391377755767	0.733579012815449	2930.51526140022
16791	I Gotta Feeling (Edit)	The Black Eyed Peas	Pop	44577.3311938837	452.048011594852	98.6097273973529	0.00736553733028966	452.058152582221	0.0101409873690295	165.751572548602	165.751572548602	16791	1	1.45074631584951	430.290216763366
16730	Empire State Of Mind [Jay-Z + Alicia Keys] (Explicit Album Version)	JAY Z	Rap/Hip Hop	1.01925024793883	0.00389407835771993	4.9434670210655	0.00224075141898102	0.206181257727729	0.202287179370009	38494.6870779693	38494.6870779693	445728.79257784	0.0375340347731258	1.36413287197455	188.826530949237
16267	Someone Like You	Adele	Pop	2.70148526061884	0.158203689326429	10.7550289621128	0.122190141206812	0.251183448239468	0.0929797589130389	1550.82147312471	1550.82147312471	17763.7543916432	0.915741100746846	0.917343181633715	1772.57510370302
16205	Firework	Katy Perry	Pop	16.3263970238472	2.44892663133606	6.25841412630871	3.69443786920584e-10	2.60871151929934	0.159784887963273	2387.11206238969	2387.11206238969	16205.0013157868	0.999999918803663	0.900119237851704	7646.46838492999
15694	The Flood	Take That	Pop	237.256886384939	8.653455693303	27.3020276243837	4.34827917633611e-22	8.69008300955064	0.0366273162476361	494.250233113635	494.250233113635	15694	1	0.887284469978339	1627.87788031096
15657	You Know Me	Robbie Williams	Pop	571.97367509091	5.00408321183218	114.101554854412	0.00447595240720299	5.01284733429551	0.00876412246332624	133.507459792613	133.507459792613	15657	1	5.23042552171069	477.936073107183
15527	Telephone	Lady Gaga	Pop	3.1881729782339	0.334794175829165	6.53587528162515	0.00538475515539243	0.487795871380391	0.153001695551227	2338.78615893957	2338.78615893957	16311.2479188293	0.951919808788878	0.914516390222387	4603.1889327592
15497	Make You Feel My Love (Album)	Adele	Pop	23.5437724558781	2.10010199773661	10.7346083572011	1.22114758531577e-121	2.19325863342599	0.093156635689384	1323.95221101544	1323.95221101544	15497.0000009232	0.999999999940424	0.899228485170461	4793.22089629851
14580	California Gurls (feat. Snoop Dogg)	Katy Perry	Pop	53.3611758365538	0.616113020833882	84.9863159289918	0.0814082892253144	0.627879621010263	0.0117666001763805	150.804206043395	150.804206043395	14580	1	1.3166988276439	345.119929823007
14413	The Power Of Love	Various Artists	Pop	3.43386248828432	0.439615090713075	5.53634881900093	2.89682212308881e-23	0.620239547858544	0.180624457145469	2452.05648092822	2452.05648092822	14960.2469847581	0.963419923125891	1.33748603385958	5499.95416422783
14257	Starstruck	Lady Gaga	Pop	1.00000627656164	0.0410447126214422	0.000152920101893496	1.01138403264673e-11	6539.40367668672	6539.3626319741	6279142787208.69	6279142787208.69	1135743114.22345	1.25530146927177e-05	0.869152785484545	3022.86661646416
14209	The Best	Tina Turner	Soul/R\&B/Funk	0.141139846589901	-17949.9605316904	4.78474675135799e-05	1.18332447565255e-85	2949.78718674804	20899.7477184385	2003903922042.15	2003903922042.15	1.27983294210615e+20	1.11022302462516e-16	1	731963.100456621
14193	Bulletproof	La Roux	Dance	25.2411342630578	0.351863625842653	68.8935498945208	0.307481884451358	0.366378772783564	0.0145151469409117	200.330805766882	200.330805766882	14193.0000001549	0.999999999989088	1.69208435092927	365.691631863935
14146	Meet Me Halfway	The Black Eyed Peas	Pop	1.00012443484701	0.102268746218783	0.00121674364468779	2.06513389152143e-09	821.968077839143	821.865809092924	40933818349.3614	40933818349.3614	56850421.5822928	0.000248828409821433	0.913434075241607	4273.85686397415
14122	Bodies	Robbie Williams	Pop	345.672165309946	4.83410052280606	71.300165084253	0.000109102920509479	4.84812573577462	0.0140252129685581	181.71012335264	181.71012335264	14122	1	1.87748927857047	538.938669957898
14105	Beautiful, Dirty, Rich	Lady Gaga	Pop	1.00000028642789	0.0405259964172728	7.06775687055619e-06	2.15379671763195e-14	141487.646610175	141487.606084178	2935748651991644	2935748651991644	24613595171.1851	5.73057284070089e-07	0.879146749021573	3057.53799852195
