count	title	artist	genre	R0	r	infper	i0	beta	gamma	N	Extracted.s0	Calculated.s0	Z	SIR.rel.fit.goodness	spline.rel.fit.goodness
27801	Bad Romance	Lady Gaga	Pop	13.0808620997198	0.433768748511976	27.8509278069539	0.0973219153572106	0.469674195071294	0.0359054465593177	960.427950098243	960.427950098243	27801.057959808	0.999997915194159	0.812947405398954	0.810043129655708
26769	Poker Face	Lady Gaga	Pop	20.6768997473433	0.450088160362554	43.7178790295065	0.205988121281731	0.472962097117928	0.0228739367553735	641.872209955916	641.872209955916	26769.0000280394	0.999999998952542	4.50163613220651	1.42242452428856
24270	Paparazzi	Lady Gaga	Pop	31.073220291012	0.966205265033166	31.125084264553	3.7691694204568e-10	0.998333692108265	0.0321284270750989	741.718102825226	741.718102825226	24270.0000000008	0.999999999999968	2.06623206157325	1.08162360684785
23636	You\'ve Got The Love	Florence + The Machine	Indie/Alternative	1.02501629227121	0.132649424554471	0.188589527283879	3.70668505106206e-07	5.43517080207894	5.30252137752447	2457329.54084431	2457329.54084431	488234.730349437	0.0484111402379822	0.97905526269081	1.51758301874856
23146	Only Girl (In The World)	Rihanna	Soul/R\&B/Funk	14.9623385429143	0.396186690971982	35.2418161969547	0.0144765453668964	0.424562073058176	0.0283753820861937	631.222650676023	631.222650676023	23146.0073521962	0.99999968235575	0.850378541934819	0.812127288819237
23138	Fight For This Love	Cheryl	Pop	595.201732671252	9.6774564032775	61.4006106470303	1.08833742979452e-08	9.69374288625319	0.0162864829756928	347.21405936438	347.21405936438	23138	1	0.894372644869488	6.4496599005098
21945	Boom Boom Pow	The Black Eyed Peas	Pop	24.1916560036952	0.163211527026295	142.095698914446	0.426599255977384	0.170249037715496	0.00703751068920172	151.267117490705	151.267117490705	21945.000000684	0.999999999968833	1.47341519367654	0.949255845815412
19516	Haven\'t Met You Yet	Michael Bublé	Soul/R\&B/Funk	5.63876210093048	0.297827674912282	15.5753225495136	0.0542562909116877	0.362031802744693	0.0642041278324106	1171.41339983543	1171.41339983543	19587.1178794585	0.996369150382608	0.887793305078572	1.01060367543958
18517	Just The Way You Are	Bruno Mars	Pop	1.00068098187758	0.0358767890793601	0.0189811266574775	1.17962258326838e-07	52.7197884475085	52.6839116584291	677964241.430026	677964241.430026	13608155.7419251	0.00136072810681842	15.820383264997	1.35965886736087
18115	Just Dance	Lady Gaga	Pop	20.1960096374718	0.374766111463154	51.2213059033729	0.0734739846821422	0.394289237286741	0.0195231258235872	333.669692062654	333.669692062654	18115.0000306918	0.999999998305723	1.01529430246425	1.92322884056062
17545	I Gotta Feeling	The Black Eyed Peas	Rap/Hip Hop	40955.0434313753	505.931088306816	80.94786894483	2.5322349886162e-212	505.943441936541	0.0123536297253427	211.047096202397	211.047096202397	17545	1	0.782708568125855	0.967899768034329
17316	She Said	Plan B	Rap/Hip Hop	437.201275178306	3.55767178279941	122.608633344775	3.96934760604966e-10	3.56582781531294	0.00815603251353435	136.651658385547	136.651658385547	17316	1	2.94828193457725	3.96830644130372
16934	Love The Way You Lie (Album Version (Explicit))	Eminem	Pop	1.0000872058281	0.0513061506072745	0.00169971488933237	1.29370563267835e-09	588.385271026792	588.333964876184	50387917145.9857	50387917145.9857	97103424.5954284	0.000174391377755767	0.733579012815449	1.60628185138334
16791	LoveGame	Lady Gaga	Pop	44577.3311938837	452.048011594852	98.6097273973529	0.00736553733028966	452.058152582221	0.0101409873690295	165.751572548602	165.751572548602	16791	1	1.45074631584951	0.836713674086747
16730	I Gotta Feeling (Edit)	The Black Eyed Peas	Rap/Hip Hop	1.01925024793883	0.00389407835771993	4.9434670210655	0.00224075141898102	0.206181257727729	0.202287179370009	38494.6870779693	38494.6870779693	445728.79257784	0.0375340347731258	1.36413287197455	3.3259726371915
16267	Empire State Of Mind [Jay-Z + Alicia Keys] (Explicit Album Version)	JAY Z	Pop	2.70148526061884	0.158203689326429	10.7550289621128	0.122190141206812	0.251183448239468	0.0929797589130389	1550.82147312471	1550.82147312471	17763.7543916432	0.915741100746846	0.917343181633715	0.962848576893199
16205	Someone Like You	Adele	Pop	16.3263970238472	2.44892663133606	6.25841412630871	3.69443786920584e-10	2.60871151929934	0.159784887963273	2387.11206238969	2387.11206238969	16205.0013157868	0.999999918803663	0.900119237851704	0.718331041323438
15694	Firework	Katy Perry	Pop	237.256886384939	8.653455693303	27.3020276243837	4.34827917633611e-22	8.69008300955064	0.0366273162476361	494.250233113635	494.250233113635	15694	1	0.887284469978339	1.19353589759987
